Title;Image;Description;Genre;Duration;Date
Tuesday in Parliament - 20/07/2021;https://ichef.bbci.co.uk/images/ic/1200x675/p09q099n.jpg;Highlights of Tuesday 20 July in Parliament presented by David Cornock.;news;26 mins;11pm 20 Jul 2021
The Week in Parliament - 22/07/2021;https://ichef.bbci.co.uk/images/ic/1200x675/p09q753y.jpg;Highlights of the week's proceedings in Parliament, presented by David Cornock.;news;26 mins;11pm 22 Jul 2021
Your Questions Answered - Jonathan Van-Tam;https://ichef.bbci.co.uk/images/ic/1200x675/p096k0rx.jpg;Jonathan Van-Tam takes questions from BBC listeners and viewers.;news;26 mins;1:30pm 29 Jul 2021
Reporters - Afghanistan Special;https://ichef.bbci.co.uk/images/ic/1200x675/p01lcfqh.jpg;Reports on the local and international political fallout of the Taliban takeover.;news;12 mins;6:45pm 21 Aug 2021
Coronavirus: Impact on Education;https://ichef.bbci.co.uk/images/ic/1200x675/p09v8c87.jpg;BBC News looks at the long-term effects of the pandemic on education.;news;27 mins;8:30pm 6 Sep 2021
Afghanistan: The Pakistan View;https://ichef.bbci.co.uk/images/ic/1200x675/p09wk5z8.jpg;John Simpson talks to Pakistan's Prime Minister Imran Khan.;news;25 mins;25 Sep 2021
The Data Guardian: Elizabeth Denham;https://ichef.bbci.co.uk/images/ic/1200x675/p0bb188m.jpg;BBC Media Editor Amol Rajan talks to UK Information Commissioner Elizabeth Denham.;news;12 mins;11:45pm 24 Oct 2021
Origins: Hunting the Source of Covid-19;https://ichef.bbci.co.uk/images/ic/1200x675/p0b14gw6.jpg;It remains one of the world's biggest mysteries: what triggered the Covid-19 pandemic?;news;26 mins;1:30pm 30 Oct 2021
I Can Cure You: Online Mental Health Cures;https://ichef.bbci.co.uk/images/ic/1200x675/p0b26vz6.jpg;Jordan Dunbar reports on unregulated mental health treatment.;news;26 mins;6 Nov 2021
Climate Change: Countdown to COP26 - Series 1: Episode 8;https://ichef.bbci.co.uk/images/ic/1200x675/p09w50yj.jpg;A special series of programmes helping us make sense of the challenges facing our planet.;news;16 mins;7:30pm 6 Nov 2021
The Lord Mayor's Show - 2021;https://ichef.bbci.co.uk/images/ic/1200x675/p04ftkrr.jpg;Gethin Jones presents live coverage of the procession.;news;88 mins;13 Nov 2021
Royal British Legion Festival of Remembrance - 2021;https://ichef.bbci.co.uk/images/ic/1200x675/p0b3k9pv.jpg;Artists including Alfie Boe and Alexandra Burke mark the centenary of the British Legion.;news;99 mins;9pm 13 Nov 2021
Reporting from the Climate Frontlines;https://ichef.bbci.co.uk/images/ic/1200x675/p0b1rv7m.jpg;BBC's Science Editor David Shukman has been a witness on the frontlines of global warming.;news;26 mins;2:30pm 6 Nov 2021
The Firing Line;https://ichef.bbci.co.uk/images/ic/1200x675/p0b3fdrf.jpg;The Firing Line features the nominees and the winners of the Rory Peck Awards for 2021.;news;26 mins;2:30am 20 Nov 2021
The Russian Hackers Wanted by the West;https://ichef.bbci.co.uk/images/ic/1200x675/p0b5p882.jpg;The BBC's Cyber Reporter Joe Tidy travels to Russia to track down alleged hackers.;news;23 mins;1:30pm 20 Nov 2021
Bring Molly Home;https://ichef.bbci.co.uk/images/ic/1200x675/p0b560mn.jpg;This is the story of Molly, one of the dogs stolen during the pandemic. ;news;26 mins;27 Nov 2021
Mothers Reborn;https://ichef.bbci.co.uk/images/ic/1200x675/p0b6chqn.jpg;The story of a group of women in Poland who are becoming mothers to fake babies.;news;23 mins;2:30pm 27 Nov 2021
Infodemic: Tennessee;https://ichef.bbci.co.uk/images/ic/1200x675/p0b573nf.jpg;Matt Danzico explores how Tennessee became ground zero for America's Covid culture wars.;news;25 mins;2:30pm 20 Nov 2021
The Cost of Covid: A Year on the Frontline;https://ichef.bbci.co.uk/images/ic/1200x675/p0b8g07c.jpg;The BBC join a vicar and a pastor on the frontlines of a pandemic-fuelled crisis.;news;27 mins;11 Dec 2021
The Andrew Marr Show - 19/12/2021;https://ichef.bbci.co.uk/images/ic/1200x675/p0bc3hxw.jpg;Andrew Marr is joined by Sajid Javid, Sadiq Khan and David Tennant.;news;61 mins;9am 19 Dec 2021
The Interview - Series 1: 2. Mateusz Morawiecki;https://ichef.bbci.co.uk/images/ic/1200x675/p0b72hgv.jpg;Poland's prime minister, Mateusz Morawiecki, talks to the Katya Adler.;news;16 mins;4 Dec 2021
Finding a Forever Family;https://ichef.bbci.co.uk/images/ic/1200x675/p0bbp6rx.jpg;Why so many children are being left in the care system?;news;12 mins;7:30pm 18 Dec 2021
Is Anti-Semitism on the Rise in the UK?;https://ichef.bbci.co.uk/images/ic/1200x675/p0b7s5gx.jpg;BBC News explores the record spike in antisemitism facing Jews in the UK.;news;26 mins;3 Dec 2021
The Interview: Hamid Karzai;https://ichef.bbci.co.uk/images/ic/1200x675/p0b98klx.jpg;Afghanistan's former president Hamid Karzai speaks exclusively to the BBC's Yalda Hakim.;news;26 mins;11:30am 12 Dec 2021
Kevin Sinfield: The Extra Mile;https://ichef.bbci.co.uk/images/ic/1200x675/p0bchr5x.jpg;Follow Kevin Sinfield's 101-mile charity run for those living with motor neurone disease.;news;12 mins;6:45pm 24 Dec 2021
The Eco Prime Minister;https://ichef.bbci.co.uk/images/ic/1200x675/p0b9nlk2.jpg;Can Samoa's leader Fiame Naomi Mata'afa save her people?;news;23 mins;5:30pm 11 Dec 2021
Response by the Leader of the Opposition;https://ichef.bbci.co.uk/images/ic/1200x675/p0b9qx1b.jpg;A statement by Labour leader Sir Keir Starmer on the coronavirus pandemic.;news;5 mins;7pm 13 Dec 2021
Life at 50 Degrees - The Town that Burnt Down in a Day;https://ichef.bbci.co.uk/images/ic/1200x675/p0bh77fn.jpg;How can communities in Canada plan for an uncertain, hotter future?;news;26 mins;2:30am 15 Jan 2022
BBC Wales Investigates - Death of Two Black Men: Police in the Spotlight;https://ichef.bbci.co.uk/images/ic/1200x675/p0bj0712.jpg;Two black men died after contact with police. A year on their families talk to BBC Wales  ;news;30 mins;7:30pm 24 Jan 2022
Disclosure - Series 4: Dirty Business;https://ichef.bbci.co.uk/images/ic/1200x675/p0bkckp0.jpg;What’s behind the growing mountain of illegally dumped waste that’s blighting Scotland?;news;59 mins;7pm 31 Jan 2022
Scottish Questions - 03/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p01lcfhf.jpg;Scottish ministers face questions from MPs at Westminster.;news;30 mins;2 Feb 2022
Talking Movies - Awards Lookahead Special;https://ichef.bbci.co.uk/images/ic/1200x675/p01lycv5.jpg;Talking Movies speculates on the likely contenders for the Oscars.;news;23 mins;2:30am 5 Feb 2022
Politics North West - 13/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p088c61s.jpg;The latest political news, interviews and debate.;news;29 mins;10am 13 Feb 2022
Politics South East - 13/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p07zmxvf.jpg;The latest political news, interviews and debate, with Sally-Ann Hart MP.;news;29 mins;10am 13 Feb 2022
Politics North (North East and Cumbria) - 13/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p07zmxql.jpg;The latest political news, interviews and debate.;news;29 mins;10am 13 Feb 2022
Politics West - 13/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p07zmxvx.jpg;David Garmston with the latest political news, interviews and debate.;news;29 mins;10am 13 Feb 2022
Politics East Midlands - 13/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p07zmxp4.jpg;Geeta Pendse with the latest political news, interviews and debate, with Alex Norris MP.;news;29 mins;10am 13 Feb 2022
Politics South West - 13/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p07zmxvp.jpg;Martyn Oates with the latest political news and debate.;news;29 mins;10am 13 Feb 2022
Politics East - 13/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p07zmxm6.jpg;Amelia Reynolds with the latest political news and debate, with Tom Hunt MP.;news;29 mins;10am 13 Feb 2022
Politics London - 13/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p07zmxp6.jpg;The latest political news, interviews and debate, with Rupa Huq MP and Sir Bob Neill MP.;news;29 mins;10am 13 Feb 2022
Politics Midlands - 13/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p088c5pg.jpg;Elizabeth Glinka with the latest political news, interviews and debate.;news;29 mins;10am 13 Feb 2022
Politics North (Yorkshire and Lincolnshire) - 13/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p07zmxql.jpg;Tim Iredale with the latest political news, interviews and debate.;news;29 mins;10am 13 Feb 2022
Politics South - 13/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p07zmxtb.jpg;Peter Henley with the latest political news, interviews and debate.;news;29 mins;10am 13 Feb 2022
The Sunday Show - Series 2: 13/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p0965tth.jpg;Martin Geissler brings you all the main issues from the world of politics and beyond.;news;29 mins;10am 13 Feb 2022
Spotlight - Spotlight Special: 15/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p0bpbz2t.jpg;TV debate on the issues of the day, with Jim Fitzpatrick and a studio panel. ;news;60 mins;10:35pm 15 Feb 2022
Sunday Politics Northern Ireland - 13/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p07vsvxc.jpg;Mark Carruthers looks at the political developments of the week.;news;29 mins;10am 13 Feb 2022
BBC Wales Live - 16/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p08w52ms.jpg;Bethan Rhys Roberts looks at the death of Helen Bannister, and Wales's low birth rate.;news;35 mins;10:30pm 16 Feb 2022
Ethiopia: Caught in the Crossfire;https://ichef.bbci.co.uk/images/ic/1200x675/p0bnpk8j.jpg;Ethiopia's civil war has left a humanitarian crisis in its wake.;news;16 mins;12 Feb 2022
Welsh First Minister's Questions - 15/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p0bpckyd.jpg;Coverage of questions in the Welsh Parliament to Mark Drakeford on Tuesday 15 February.;news;64 mins;1:30pm 15 Feb 2022
The Film Review - Dog, Old Henry, Here Before;https://ichef.bbci.co.uk/images/ic/1200x675/p02kh4jx.jpg;Mark Kermode joins Jane Hill to discuss Dog, Old Henry, Here Before and more. ;news;12 mins;5:45pm 18 Feb 2022
Dateline London - 18/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p08h0y9p.jpg;Foreign correspondents based in London give an outsider's view of events in the UK.;news;26 mins;7:30pm 18 Feb 2022
Newswatch - 18/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p01tmvhh.jpg;Did BBC News overplay its exclusive interview with Novak Djokovic?;news;12 mins;8:45pm 18 Feb 2022
The Oscars: The Nominations;https://ichef.bbci.co.uk/images/ic/1200x675/p0bm7yl7.jpg;Jane Hill presents live coverage of the nominations for the 94th Academy Awards.;news;46 mins;1:10pm 8 Feb 2022
Party Political Broadcasts - Social Democratic and Labour Party - 18/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p01lzf32.jpg;"A party political broadcast by the SDLP ahead of their annual party conference.
";news;3 mins;6:55pm 18 Feb 2022
An Là - 24/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p0b5wh65.jpg;Local, national and international news and information from BBC ALBA.;news;30 mins;8pm 24 Feb 2022
Eòrpa - Series 29: Episode 13;https://ichef.bbci.co.uk/images/ic/1200x675/p0bqzycz.jpg;A look at the dissatisfaction on the west coast of Scotland with the Calmac ferry service.;news;30 mins;8:30pm 24 Feb 2022
BBC News at Six - 24/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p0bqyqpz.jpg;The latest national and international news stories from the BBC News team.;news;59 mins;6pm 24 Feb 2022
Midlands Today - Evening News: 24/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p07gmln9.jpg;The latest news, sport and weather for the Midlands.;news;26 mins;7pm 24 Feb 2022
BBC News at Ten - 24/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p0bqyqpz.jpg;The latest national and international news, with reports from BBC correspondents worldwide;news;47 mins;10pm 24 Feb 2022
Question Time - 2022: 24/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p06xqq2s.jpg;Fiona Bruce presents an hour of topical debate from Harrow. ;news;59 mins;10:55pm 24 Feb 2022
Newscast - Series 2: 24/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p0br5h0k.jpg;Adam Fleming, Laura Kuenssberg and Chris Mason discuss the week's biggest stories.;news;29 mins;11:55pm 24 Feb 2022
South Today - Oxford - Late News: 24/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p07gmlcg.jpg;"The latest news, sport, weather and features from Oxfordshire and the surrounding region.
";news;7 mins;10:45pm 24 Feb 2022
BBC News at One - 25/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p0br6n54.jpg;The latest national and international news from the BBC.;news;35 mins;1pm 25 Feb 2022
North West Today - Lunchtime News: 25/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p07gq3fl.jpg;The latest news, sport and weather for the North West of England.;news;10 mins;1:30pm 25 Feb 2022
BBC News - BBC News at 9: 25/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p07jbsw9.jpg;The latest headlines, breaking news and sport from the BBC newsroom.;news;60 mins;9am 25 Feb 2022
Panorama - Maternity Scandal: Fighting for the Truth;https://ichef.bbci.co.uk/images/ic/1200x675/p0bpfjf9.jpg;Michael Buchanan investigates how campaigning parents uncovered a hospital scandal.;news;58 mins;9pm 23 Feb 2022
North West Tonight - Evening News: 24/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p07gqh4w.jpg;The latest news, sport and weather for the North West of England.;news;26 mins;7pm 24 Feb 2022
BBC London - Lunchtime News: 25/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p07gmkkn.jpg;The latest news, sport and weather from London.;news;11 mins;1:30pm 25 Feb 2022
Channel Islands News - Late News: 24/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p07gmjx6.jpg;"The latest news, sport and weather for the Channel Islands.
";news;7 mins;10:45pm 24 Feb 2022
Points West - Lunchtime News: 25/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p07gmllp.jpg;The latest news, sport, weather and features from the West of England.;news;9 mins;1:30pm 25 Feb 2022
South Today - Lunchtime News: 25/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p07gq45m.jpg;The latest news, sport and weather for the South of England;news;10 mins;1:30pm 25 Feb 2022
South East Today - Lunchtime News: 25/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p07gq3h4.jpg;The latest news, sport, weather and features from the South East of England.;news;10 mins;1:30pm 25 Feb 2022
Look North (Yorkshire) - Evening News: 24/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p07gmlqp.jpg;"The latest news, sport and weather for Yorkshire.
";news;26 mins;7pm 24 Feb 2022
Look East - Evening News: 24/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p07gmk8n.jpg;The latest news, sport and weather for the East of England.;news;26 mins;7pm 24 Feb 2022
The Catch Up - 24/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p0bknvpd.jpg;A round-up of the day's news, with Levi Jouavel.;news;3 mins;7:50pm 24 Feb 2022
Look North (East Yorkshire and Lincolnshire) - Evening News: 24/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p07gmlns.jpg;The latest news, sport and weather for Yorkshire and Lincolnshire.;news;26 mins;7pm 24 Feb 2022
Look East (West) - 24/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p07gmcjl.jpg;Latest news for Bedfordshire, Cambridgeshire, Hertfordshire, Milton Keynes and Northants.;news;7 mins;10:45pm 24 Feb 2022
Look North (North East and Cumbria) - Evening News: 24/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p07gq3d5.jpg;The latest news, sport and weather for the North East and Cumbria.;news;26 mins;7pm 24 Feb 2022
East Midlands Today - Evening News: 24/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p07gmkcn.jpg;The latest news, sport and weather for the East Midlands.;news;26 mins;7pm 24 Feb 2022
Politics Live - 24/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p09819qp.jpg;Jo Coburn and guests discuss the military assault launched by Russian forces on Ukraine.;news;44 mins;12:15pm 24 Feb 2022
Newsnight - 24/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p0bqydfl.jpg;The day's important national and international news stories. With Mark Urban.;news;60 mins;10:30pm 24 Feb 2022
Spotlight - Lunchtime News: 25/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p07gmlhq.jpg;"The latest news, sport, weather and features from the South West of England.
";news;9 mins;1:30pm 25 Feb 2022
The Media Show - John Witherow, Editor of The Times;https://ichef.bbci.co.uk/images/ic/1200x675/p098vdv3.jpg;Katie Razzall looks at the relationship between the press and those running the country.;news;24 mins;9:30pm 18 Feb 2022
Click - Mechanical Medical Marvels;https://ichef.bbci.co.uk/images/ic/1200x675/p0bpx5jd.jpg;Click looks at robotic medicine dispensaries.;news;23 mins;1:30am 19 Feb 2022
BBC Indian Sportswoman of the Year;https://ichef.bbci.co.uk/images/ic/1200x675/p0bp64rs.jpg;Yogita Limaye introduces the five nominees for BBC Indian Sportswoman of the Year.;news;30 mins;2:30am 19 Feb 2022
Click - Short Edition - 19/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p0bpx5jd.jpg;A guide to all the latest gadgets, websites, games and computer industry news.;news;12 mins;3:30am 19 Feb 2022
Our World - Italy's Hidden Sins;https://ichef.bbci.co.uk/images/ic/1200x675/p0bpy1bt.jpg;Mark Lowen investigates how Italy is failing to tackle the scourge of clerical sex abuse.;news;30 mins;18 Feb 2022
The Travel Show - 8. La Palma: After the Eruption;https://ichef.bbci.co.uk/images/ic/1200x675/p0bpy75x.jpg;The Travel Show visits La Palma in the Canary Islands.;news;30 mins;18 Feb 2022
The Christian Eriksen Interview;https://ichef.bbci.co.uk/images/ic/1200x675/p0bnldsd.jpg;Christian Eriksen speaks to BBC sports editor Dan Roan.;news;12 mins;7:30pm 12 Feb 2022
The Edit - Series 2: 19/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p0799g9f.jpg;Laura McGhie and David Farrell present entertainment news.;news;14 mins;7:15pm 19 Feb 2022
Seven Days - 20/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p08ny4wy.jpg;The news, sport and entertainment stories you’ve been talking about this week.;news;58 mins;11pm 20 Feb 2022
The Nine - 24/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p0b62dnz.jpg;All the national, UK-wide and international news that matters to you.;news;60 mins;9pm 24 Feb 2022
Debate Night - Series 3: 23/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p071fc6z.jpg;In Edinburgh: Ash Regan MSP, Sue Webber MSP, Paul O’Kane MSP, Pat Kane and John Loughton.;news;58 mins;10:30pm 23 Feb 2022
BBC Scotland News Special - Coronavirus Update: 22/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p08s9kzc.jpg;Live coverage of the Scottish government’s coronavirus briefing.;news;51 mins;2:15pm 22 Feb 2022
Global Questions - Africa's Military Coups;https://ichef.bbci.co.uk/images/ic/1200x675/p02xkk45.jpg;Zeinab Badawi and a panel of experts take questions in Nairobi, Kenya.;news;26 mins;5:30pm 19 Feb 2022
HARDtalk - Leonid Volkov - Alexei Navalny’s Chief of Staff;https://ichef.bbci.co.uk/images/ic/1200x675/p0br6pq0.jpg;An interview with Leonid Volkov, a prominent figure in Russia’s anti-Putin opposition.;news;25 mins;12:30am 25 Feb 2022
Outside Source - 24/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p09x4s4t.jpg;Live from the heart of the BBC newsroom, an innovative take on the latest global stories.;news;116 mins;7pm 24 Feb 2022
Context - 24/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p0bfsslf.jpg;A regular panel of guests discuss the biggest international stories of the day.;news;55 mins;9pm 24 Feb 2022
The Papers - 24/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p07hm7hx.jpg;An informed conversation about the next day's headlines.;news;25 mins;11:30pm 24 Feb 2022
World Business Report - 25/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p01lcfqv.jpg;The latest business news with informed analysis from the world's financial centres.;news;30 mins;5:30am 25 Feb 2022
Politics Scotland - First Minister's Questions: 24/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p01lyflv.jpg;Kirsten Campbell introduces First Minister’s Questions from the Scottish Parliament. ;news;58 mins;12pm 24 Feb 2022
Politics Wales - 20/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p07zmy0f.jpg;All the latest political news from Wales and beyond, presented by James Williams.;news;29 mins;10am 20 Feb 2022
Nolan Live - Series 15: 23/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p0bqzj6g.jpg;Hard-hitting debates on the big issues, plus interviews that will get you talking.;news;59 mins;10:40pm 23 Feb 2022
Prime Minister's Questions - 23/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p0bqpr6b.jpg;Coverage of questions in the House of Commons to Boris Johnson on Wednesday 23 February.;news;35 mins;12pm 23 Feb 2022
Scottish First Minister's Questions - 24/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p0bqzr5s.jpg;Questions in the Scottish Parliament to Nicola Sturgeon on Thursday 24 February.;news;45 mins;7:05pm 24 Feb 2022
The View - 24/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p07vsvcz.jpg;Mark Carruthers and guests provide comment and expert analysis on political news.;news;39 mins;10:55pm 24 Feb 2022
BBC Wales Today - Lunchtime News: 25/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p088srx2.jpg;News and weather from BBC Wales.;news;10 mins;1:30pm 25 Feb 2022
BBC Newsline - Lunchtime News: 25/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p08bfb1h.jpg;Local news worth watching from across Northern Ireland.;news;10 mins;1:30pm 25 Feb 2022
Reporting Scotland - Lunchtime News: 25/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p08b36ld.jpg;The latest news and weather from BBC News Scotland.;news;10 mins;1:30pm 25 Feb 2022
Westminster Hall - 21/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p01lcnfb.jpg;House of Commons proceedings in Westminster Hall on Monday 21 February.;news;179 mins;6:30am 25 Feb 2022
Senedd Cymru - Welsh Parliament - Regeneration Debate;https://ichef.bbci.co.uk/images/ic/1200x675/p0bpz7t3.jpg;Debate on a motion calling for a new approach to regeneration in Wales, from 16 February.;news;20 mins;1:40am 17 Feb 2022
Politics UK - 25/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p09vcvtl.jpg;Highlights of the week’s proceedings at Westminster and the regional governments.;news;44 mins;12:15pm 25 Feb 2022
Lords Questions - Thursday;https://ichef.bbci.co.uk/images/ic/1200x675/p080fz9n.jpg;Questions in the Lords to UK government ministers, from Thursday 24 February.;news;44 mins;7:50pm 24 Feb 2022
Northern Ireland Assembly - Tributes to Christopher Stalford;https://ichef.bbci.co.uk/images/ic/1200x675/p0bqfkd0.jpg;Tributes to the DUP MLA Christopher Stalford, from Monday 21 February.;news;33 mins;21 Feb 2022
BBC News Special - Coronavirus Update: 21/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p0bb7jhx.jpg;Prime minister Boris Johnson leads a news conference from Downing Street.;news;51 mins;7pm 21 Feb 2022
Select Committees - Fire and Building Safety Committee;https://ichef.bbci.co.uk/images/ic/1200x675/p04bplqj.jpg;A Levelling Up, Housing and Communities select committee session, from Monday 21 February.;news;61 mins;6:45am 24 Feb 2022
Scottish Parliament - Justice and Finance Questions;https://ichef.bbci.co.uk/images/ic/1200x675/p01lccdz.jpg;Questions to ministers in the Scottish government covering Justice and Veterans.;news;53 mins;7:45am 24 Feb 2022
Ten Minute Rule Bill - Energy Pricing for Off Gas Grid Households;https://ichef.bbci.co.uk/images/ic/1200x675/p01lcfns.jpg;An introduction of a bill on energy pricing for off gas grid households, from 23 February.;news;11 mins;8:40am 24 Feb 2022
House of Commons - 24/02/2022;https://ichef.bbci.co.uk/images/ic/1200x675/p0br4b87.jpg;Live coverage of proceedings in the House of Commons on Thursday 24 February.;news;35 mins;6:30pm 24 Feb 2022
House of Lords - Judicial Review and Courts Bill;https://ichef.bbci.co.uk/images/ic/1200x675/p080fyr1.jpg;The debate in the Lords on the committee stage of the Judicial Review and Courts Bill.;news;260 mins;12:15am 25 Feb 2022
Tonight - Dame Rebecca West;https://ichef.bbci.co.uk/images/ic/1200x675/p01hdhgm.jpg;The writer Dame Rebecca West in conversation with Ludovic Kennedy. (1976);news;20 mins;20 Sep 1976
Breakfast with Frost - Donald Rumsfeld;https://ichef.bbci.co.uk/images/ic/1200x675/p01mfnp3.jpg;Sir David Frost interviews US Secretary of Defence, Donald Rumsfeld. (2004);news;24 mins;27 Jun 2004
Special Enquiry - Series 5: 1. A Girl Comes to London;https://ichef.bbci.co.uk/images/ic/1200x675/p01hgs7x.jpg;A report on the growing trend of girls from the provinces moving to London. (1956);news;30 mins;24 Oct 1956
This Matters - Can Anyone Fix the UK's Housing Shortage?;https://ichef.bbci.co.uk/images/ic/1200x675/p07wgnbl.jpg;The UK is in a housing crisis and politicians are promising to build our way out of it.;news;8 mins;29 Nov 2019
Inside the India Farmers' Protest;https://ichef.bbci.co.uk/images/ic/1200x675/p099rrcl.jpg;They've got support from celebrities and activists, but why are India's farmers so angry?;news;11 mins;7:30pm 21 Mar 2021
Solitary;https://ichef.bbci.co.uk/images/ic/1200x675/p09bhh02.jpg;Hilary Andersson meets prisoners who have spent years in confinement in the US.;news;16 mins;24 Mar 2021
Dangerous Curves: Get Thicc, Get Sick?;https://ichef.bbci.co.uk/images/ic/1200x675/p09ds85m.jpg;Explores the risks of Apetamin - an appetite-stimulant - as a quick fix for curves.;news;26 mins;21 Apr 2021
Being British Bangladeshi;https://ichef.bbci.co.uk/images/ic/1200x675/p09npfmv.jpg;Ali Official has insightful and hilarious conversations about being British-Bangladeshi. ;news;25 mins;13 Jul 2021
The Big Interviews - Afghanistan: An Uncertain Future;https://ichef.bbci.co.uk/images/ic/1200x675/p09pmrj7.jpg;As troops depart, the BBC's Yalda Hakim looks at the future of peace in Afghanistan.;news;16 mins;16 Jul 2021
Prince Charles and His Battle for Our Planet;https://ichef.bbci.co.uk/images/ic/1200x675/p09y7c0w.jpg;Prince Charles reveals his sympathy for climate activists.;news;25 mins;15 Oct 2021
Ron Jeremy: Fall of a Porn Icon;https://ichef.bbci.co.uk/images/ic/1200x675/p0b757wl.jpg;What does Ron Jeremy's arrest say about the changing adult industry?;news;31 mins;12 Nov 2021
Britain's Dangerous Buildings: Is My Home Safe?;https://ichef.bbci.co.uk/images/ic/1200x675/p0b505g0.jpg;Sarah Corker investigates the severe financial impact on those trapped in dangerous homes.;news;23 mins;20 Nov 2021
The Schools That Chain Boys;https://ichef.bbci.co.uk/images/ic/1200x675/p0b5yg5k.jpg;A BBC News Arabic reporter uncovers systemic child abuse inside Islamic schools in Sudan.;news;48 mins;24 Nov 2021
The News Explained - The Dictator’s Last Calls;https://ichef.bbci.co.uk/images/ic/1200x675/p0bhf215.jpg;The calls that helped seal the fate of former Tunisian president Zine al-Abidine Ben Ali.;news;16 mins;15 Jan 2022
Focus - Brazil's 'Blood Gold';https://ichef.bbci.co.uk/images/ic/1200x675/p0blzzt3.jpg;The illegal Brazilian gold you may be wearing;news;12 mins;3 Feb 2022
Africa Eye - Africa Eye: Somalia, Sexism and Me;https://ichef.bbci.co.uk/images/ic/1200x675/p0bpxsrz.jpg;Working Somali women battle daily against prejudice. Africa Eye asks, can things change?;news;26 mins;21 Feb 2022
