user_id,content_id,watch_time
1,12,362.189179
6,3476,12.433329
6,3481,32.388197000000005
6,6501,10.567088
6,6502,7.241966000000001
6,6624,4.1407110000000005
6,6625,9.586311
6,6626,3.074316
6,6628,5.7459050000000005
6,6629,7.747511
6,6632,3.555584
6,7067,5.131044
6,7424,13.528549000000002
6,8226,11.256708000000001
6,8674,9.273694
6,8675,19.973366000000002
6,9233,15.345862
6,9234,2.906982
6,9235,3.412992
6,9236,4.951002
6,9458,15.281546
6,11528,4.339008000000001
6,11530,2.2092210000000003
6,11533,13.903465
6,11945,8.573486
6,29354,36.671297
6,29359,11.873411
6,29542,22.972769000000003
6,29543,6.7928120000000005
6,29544,4.652774
6,29545,17.581723
6,29546,13.696034000000001
6,29626,13.60448
6,29627,5.393557
6,29628,4.094399
6,29629,3.4523210000000004
6,29630,2.892347
6,29631,6.405642
6,29632,9.300861000000001
6,29827,24.399665000000002
6,30600,10.931454
7,5510,15.059002000000001
7,5720,8.600825
7,5721,4.6894
7,5722,18.54307
7,5906,20.791249
7,5907,8.020579
7,6386,6.143336000000001
7,6387,2.340685
7,6388,6.119832000000001
7,6389,3.0370700000000004
7,6390,26.161166
7,6391,4.240295000000001
7,6392,2.232994
7,6452,3.524716
7,6453,14.273752000000002
7,6454,4.623533
7,6455,5.121465000000001
7,6672,4.340559
7,6673,6.1461760000000005
7,6674,3.335812
7,6675,2.2107460000000003
7,6676,3.9193320000000003
7,6678,16.863945
7,6730,9.451034
7,6731,3.068613
7,6732,3.9183130000000004
7,6733,2.7964740000000003
7,6734,1.258388
7,6735,1.643216
7,6736,1.046988
7,6737,15.677565000000001
7,7284,7.750571000000001
7,7285,4.028074
7,7286,11.362344
7,11797,12.224282
7,11945,3.684607
7,11946,1.347998
7,11947,1.505001
7,11948,7.718186
7,11949,2.0393570000000003
7,11950,12.955332
7,29006,12.272415
7,29007,11.421558000000001
7,29010,10.185432
7,29011,5.7036370000000005
7,29542,12.583018000000001
7,29626,9.775811000000001
7,29627,2.700463
7,29628,3.317041
7,29629,2.8808070000000003
7,29630,9.787338
8,3476,5.568262000000001
8,5723,59.704840000000004
8,5724,4.111029
8,5738,13.755214
8,5739,12.208043
8,9081,4.406691
8,9082,7.373723
8,9083,5.9930900000000005
8,9557,7.266759
8,9558,4.798037
8,9559,19.590201
8,9560,4.261419
8,9561,3.9867160000000004
8,9562,4.279268
8,9563,1.8962400000000001
8,9564,6.256201000000001
8,9577,8.405718
8,9594,5.932975000000001
8,9595,3.327776
8,9596,3.6124910000000003
8,9597,12.996959
8,11426,8.473896
8,11427,3.246248
8,11428,2.7799620000000003
8,11429,3.684962
8,11430,21.384002000000002
8,28360,4.64313
8,29242,4.868927
8,29243,3.363394
8,29244,4.599815
8,29245,10.652197000000001
8,29246,40.085033
8,29247,11.657968
8,29626,9.684209000000001
8,29627,26.483657
8,29628,11.132800000000001
8,29629,23.853689000000003
8,34417,5.86444
8,34418,3.196997
8,34419,3.8790060000000004
